evidence_id,request_id,source_id,claim,excerpt,entity,topic,date,confidence,credibility,recency_score,duplicate_flag,contradiction_flag,validation
ev-00112,req-0031,src-01380,Regulatory requirements are tightening in Southeast Asia,DEMO evidence excerpt: regulatory requirements are tightening in southeast asia based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Google,operational efficiency,2026-08-10,0.94,95,78,no,yes,pass
ev-00113,req-0265,src-00293,Demand is shifting toward premium offerings in Global,DEMO evidence excerpt: demand is shifting toward premium offerings in global based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Samsung,operational efficiency,2024-08-13,0.89,89,90,no,no,pass
ev-00114,req-0174,src-00432,The evidence indicates a potential value-leakage theme in India,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in india based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Siemens Healthineers,pricing & demand,2024-07-13,0.67,97,67,no,no,review
ev-00115,req-0214,src-01810,Operational efficiency is emerging as a value lever in Middle East,DEMO evidence excerpt: operational efficiency is emerging as a value lever in middle east based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,DP World,value leakage,2024-10-16,0.73,79,76,yes,no,pass
ev-00116,req-0132,src-01075,The evidence indicates a potential value-leakage theme in Europe,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in europe based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,Tesla,investment trends,2025-12-22,0.75,68,69,no,no,review
ev-00117,req-0164,src-00845,Investment activity increased in United Kingdom,DEMO evidence excerpt: investment activity increased in united kingdom based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,ReNew,partnerships,2025-03-03,0.66,76,92,yes,yes,review
ev-00118,req-0419,src-00988,Investment activity increased in Europe,DEMO evidence excerpt: investment activity increased in europe based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Cisco,market size,2024-06-27,0.77,80,63,no,no,pass
ev-00119,req-0157,src-01203,Technology adoption is expanding in Canada,DEMO evidence excerpt: technology adoption is expanding in canada based on the referenced company newsroom source. This row is synthetic test data and not a real-world citation.,Alibaba,product launches,2024-04-18,0.95,92,86,no,no,pass
ev-00120,req-0328,src-01662,The evidence indicates a potential value-leakage theme in India,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in india based on the referenced research publication source. This row is synthetic test data and not a real-world citation.,UPS,supply chain,2024-11-13,0.82,65,58,yes,yes,review
ev-00121,req-0109,src-00967,Customer behavior is changing in India,DEMO evidence excerpt: customer behavior is changing in india based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Philips,pricing & demand,2025-12-17,0.88,80,74,no,yes,pass
ev-00122,req-0076,src-00821,Investment activity increased in Japan,DEMO evidence excerpt: investment activity increased in japan based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,AWS,operational efficiency,2024-11-06,0.66,95,93,no,no,review
ev-00123,req-0035,src-01285,Investment activity increased in Europe,DEMO evidence excerpt: investment activity increased in europe based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,DP World,customer behavior,2024-02-23,0.93,98,95,yes,no,pass
ev-00124,req-0377,src-00089,Regulatory requirements are tightening in Canada,DEMO evidence excerpt: regulatory requirements are tightening in canada based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Alibaba,market growth,2024-03-13,0.74,91,99,no,yes,pass
ev-00125,req-0018,src-01351,Competitor announced a new partnership in Middle East,DEMO evidence excerpt: competitor announced a new partnership in middle east based on the referenced investor presentation source. This row is synthetic test data and not a real-world citation.,CrowdStrike,pricing & demand,2025-04-09,0.77,96,83,yes,no,pass
ev-00126,req-0103,src-01465,Technology adoption is expanding in United States,DEMO evidence excerpt: technology adoption is expanding in united states based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Philips,market size,2024-11-14,0.72,82,81,yes,no,pass
ev-00127,req-0266,src-00479,Working-capital exposure is concentrated in selected segments in Europe,DEMO evidence excerpt: working-capital exposure is concentrated in selected segments in europe based on the referenced financial press source. This row is synthetic test data and not a real-world citation.,UPS,customer behavior,2025-06-07,0.89,82,71,yes,yes,pass
ev-00128,req-0219,src-01527,Demand is shifting toward premium offerings in United States,DEMO evidence excerpt: demand is shifting toward premium offerings in united states based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Reliance Jio,partnerships,2025-09-19,0.82,69,81,no,no,review
ev-00129,req-0340,src-01682,Customer behavior is changing in Southeast Asia,DEMO evidence excerpt: customer behavior is changing in southeast asia based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,P&G,partnerships,2025-09-14,0.95,77,59,no,yes,pass
ev-00130,req-0207,src-00227,The evidence indicates a potential value-leakage theme in Europe,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in europe based on the referenced company filing source. This row is synthetic test data and not a real-world citation.,TSMC,value leakage,2026-08-07,0.68,79,60,no,no,review
ev-00131,req-0142,src-00521,Operational efficiency is emerging as a value lever in United States,DEMO evidence excerpt: operational efficiency is emerging as a value lever in united states based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Siemens Healthineers,working capital,2024-09-25,0.63,84,91,yes,no,pass
ev-00132,req-0428,src-00581,The evidence indicates a potential value-leakage theme in Japan,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in japan based on the referenced industry association source. This row is synthetic test data and not a real-world citation.,Tesla,partnerships,2025-06-28,0.7,97,94,no,yes,pass
ev-00133,req-0288,src-00514,Pricing pressure is increasing in India,DEMO evidence excerpt: pricing pressure is increasing in india based on the referenced trade publication source. This row is synthetic test data and not a real-world citation.,Microsoft,operational efficiency,2026-06-11,0.88,74,83,no,no,pass
ev-00134,req-0013,src-01765,The evidence indicates a potential value-leakage theme in Global,DEMO evidence excerpt: the evidence indicates a potential value-leakage theme in global based on the referenced government statistics source. This row is synthetic test data and not a real-world citation.,Google Cloud,competitor movement,2024-05-25,0.91,60,59,no,yes,review
ev-00135,req-0284,src-01613,Market growth is accelerating in United Kingdom,DEMO evidence excerpt: market growth is accelerating in united kingdom based on the referenced regulatory authority source. This row is synthetic test data and not a real-world citation.,Reliance Jio,regulation,2024-01-09,0.6,79,78,no,no,review
ev-00136,req-0077,src-00008,Demand is shifting toward premium offerings in Southeast Asia,DEMO evidence excerpt: demand is shifting toward premium offerings in southeast asia based on the referenced market data provider source. This row is synthetic test data and not a real-world citation.,BMW,operational efficiency,2025-08-29,0.84,79,93,yes,yes,pass
